4002 a  +  + -2 -2 -4 -2 -6 -2  -   +  -8   2  -6  -2  -8  -6   0 -10  16  -8  14   8 -14  -6  -8
4002 b  +  +  0 -4  0  6  0  0  +   +  -8   2  10   0   0   0   0   6 -10  16   6  10   6 -12  -4
4002 c  +  +  1  4 -3  1  6  6  +   -  -1   3   1   6   4 -10  -3   7   3   9   2  12 -10  12  -6
4002 d  +  - -3 -3  2  0  3 -1  -   +   8  -5   3   1 -11  -6  -5  14  12   0  -6  10  -8  10  -8
4002 e  +  - -1  0  5  3  4  4  +   +   5  -3   9  -6  10   6  -7   1 -13  -5  -4  -2  -6 -10  18
4002 f  +  -  2  0  2 -6 -8 -2  -   +   8   0  -6  -6   4  -6  -4  -8  -4  -8 -10  -2  12   8  12
4002 g  +  -  4  0  0 -2  4  4  +   +   0   2  -6   4   0  -4   8   6   2   0   6  -2  14   0 -12
4002 h  -  + -2 -2  2 -2  0  4  -   +   4   8   6  -8  -8  -6   0  -4  -8  -8 -10 -10 -14   0  10
4002 i  -  + -2  2 -2 -2  4 -4  -   +   4  -4  -2  -8   0   2   0   8   8   0 -10 -14   6 -12  18
4002 j  -  +  1 -4  1  1 -2  2  -   +  -5  -7  -5  10   0 -10   3   5   5  -9 -10   4   6   0 -18
4002 k  -  +  1  1 -4 -2 -3  1  -   +  -2  -1  -9  -5   7   6  -9 -10  -8  -2  14  -4  -8  18  -8
4002 l  -  +  2  4  0 -2 -6  4  -   -   8  10  10   4  -8  -6  12 -14  16  -8   2 -16 -12  10   6
4002 m  -  - -3 -4  3  5 -6  2  +   +   5  -7  -9 -10 -12   6  -3   5 -13  -3   2   8  -6 -12 -10
4002 n  -  - -2 -4  0 -2  6  4  +   -   0  10   2   4  -8 -10  12  10  -4   0  10   4   8  14  10
4002 o  -  - -1 -3  0 -2  5 -5  -   -  -6  -7  -9   1   3  10 -11  -6  -4  -6  -6   4  16  -6   0
4002 p  -  - -1  0 -3 -5 -4  4  -   -  -3  -1   3  -2  -6  -2  -5   3  -7 -15   0  10 -14  -6   6
4002 q  -  -  0  4  0 -2  4  8  +   -   4 -10  -2  -8   8  -8  12 -14   2  -8  -2  -2  14   0  12
4002 r  -  -  3  1  0 -2  1 -1  +   -  10   5   7 -11 -13  10  -3  10  -4  10  10   4   8  -6   0
4004 a  - -2  0  -  +  -  6 -4  0   6  -4   2  -6   2   0   6   0 -10  -4   0  14 -10  12   0  -4
4004 b  - -1 -3  +  +  -  4  0  5   4  -3  -3   4  10   0 -10  -5   8 -15   1  -2   0   2   3  -3
4004 c  -  2  4  -  -  +  2  4  8 -10   8   2 -10 -10 -12 -10  12   2  -4   0   2  10  -4  12  -8
4005 a -1  -  -  4  0  4  6  2 -8   2  10   4  10   8   8  -6  -6  -2 -12 -12 -14   8   0   - -18
4005 b  0  +  + -4 -2  4  6  0 -5   5  -2  -2  -5   2   8  -8   9  14  15 -12 -15  -5  11   +  -5
4005 c  0  +  - -4  2  4 -6  0  5  -5  -2  -2   5   2  -8   8  -9  14  15  12 -15  -5 -11   -  -5
4005 d  1  -  +  0 -4 -6  6  8 -8  -6  -4   2   6   4   0   2   0  14  12   0  -6  16 -12   +  -6
4006 a  +  0 -3 -2  0 -4 -4 -2  2  -5  -2  -7 -12  -4   0 -12   8  -1 -15  12   3  -5  15 -13  -8 -(2003)
4006 b  - -2 -3 -2 -4 -4 -6 -2 -4  -5  -2  -3  12  -8  -8  -6  10   3 -13  -4  -9  13   1  15  -2 +(2003)
4006 c  -  1  2 -2 -2 -5  0 -4 -2  -2   2  -2   8 -10  13  -6  -3   4  -8   0  -1 -17  16  -2  14 -(2003)
4008 a  -  +  1 -3  4  2 -6  2  6   0  -3   7  -6  12   3  -9  11   0  -5 -14   4   0   9 -13  -1 +(167)
4008 b  +  - -1 -1 -2  2  0  0  4  -6  -5  -1   2   0  -1   9  -5 -12   5   0 -14  12  -7  13  -5 -(167)
4008 c  +  -  0  0  0  0  2 -8 -4 -10   8  -8   2   2   0 -12  -6  14  -6  12   2  -4  -6  10  -2 -(167)
4008 d  +  -  0  4 -4  2  0 -4  0   6   8   6   0   2   8   8   0  10  14 -12  -2   2 -12  -6  -6 +(167)
4009 a -1  2  3  0  0  4  0  + -1   3   4   0  10   6   0   6  11   0   2  -9 -15   5   0   9  11 -(211)
4010 a  + -2  - -4  3  5  0  8  0   0   5 -10  -9   5   0  -9   0  -1  -4  -3  -7  -1   3  15  14 +(401)
4010 b  +  2  +  0  3  1 -8  0  0  -4   1 -10   7 -11   4  -5   4 -13   0   9   9   3  -5   7 -18 +(401)
4010 c  +  2  -  0  0 -2  2 -6 -6  -2  -2 -10 -10   4   8 -10   2  14  -6  -6   6   6 -16  14  18 -(401)
4010 d  +  3  +  1  5  4  5  4 -2   2  -7  -8   2   0   0  -2  -6  -2   7 -13  -6   0   6   6  -1 -(401)
4010 e  - -1  -  3 -3  4 -7  0 -6  10   7   8   2   4   8  14 -10   2   3  -3  -6   0  14 -10   3 -(401)
4010 f  -  2  -  4 -4  4 -4  4  6  -6   8  -4 -10   4   8 -12  12 -10  -2   4  10  -8  -4  -6   8 -(401)
4011 a -2  -  1  - -3  4  3 -5 -6  10  -3  -2   2   4   8   9   0   2  -7  -3  14   0   4   0   8 -(191)
4011 b -1  - -1  - -6  2  3 -2  5  -1  -2   8 -12   6  -3   5  -4   3  -8   6   5  -2  -7   0 -18 +(191)
4011 c  0  - -4  + -3  1  4  4  6  -3  -6  -4   5   1  -9  -3  10   2  11 -15   8   3 -16 -14  -7 -(191)
4011 d  2  +  4  -  5 -5  2  2  0   1  10 -10   3   1  -3   9   4  -4  -5   9   4  -9 -12  14 -17 +(191)
4012 a  - -3 -3 -1 -2 -2  + -1  0  -9   0 -10  -3  -8   0  -1   +  -8  -6  -8  -2 -11  14 -10   8
4012 b  - -3 -1 -5 -2  4  - -3 -4  -3   8   0   3   4   8   7   +  10  10  -8 -10  13  -4  14   2
4012 c  - -1 -3  1  2 -2  +  1  8  -1   0  -2  -7   8   8   3   -   0  14  -8 -10  -5  -6  -2   8
4013 a  2 -2  4  1  3  2 -2  1  0   8  -5  -4   5   5  12   1   7  -7  -7   4 -13   4  12 -10 -17 -(4013)
4014 a  +  + -3  0  2 -2 -4  2  2   0   8   3   2   6  -9   6 -14  10  -3 -10  13 -15   7  -4   2 +(223)
4014 b  +  + -1 -4 -2 -6 -8 -6 -2   0  -4  -1  -2   6   3  14  10  -6 -13   6 -11  -5  -9 -12  18 -(223)
4014 c  +  -  0  0  2  4  2  8  8   6   8  -6 -10 -12   0  -6  10   4  -6  -4  10  12  -8   2 -10 +(223)
4014 d  +  -  2 -2  3  0 -1 -6  3  -5   2  -7  -3   0  -2   1  -3   6 -11   0   7  -8   6 -15  12 -(223)
4014 e  -  -  0  0 -1 -2 -1 -4 -1   3 -10  -3   5  -6  -6   9   1   4   9  -4  -5   0 -14   5   2 +(223)
4014 f  -  +  1 -4  2 -6  8 -6  2   0  -4  -1   2   6  -3 -14 -10  -6 -13  -6 -11  -5   9  12  18 -(223)
4014 g  -  +  3  0 -2 -2  4  2 -2   0   8   3  -2   6   9  -6  14  10  -3  10  13 -15  -7   4   2 +(223)
4014 h  -  -  3  0  0  4  6  0  6  -8   2  -9  -4  -8   7   6   4  -4   7  -4 -15  -5  11  -4  12 -(223)
4014 i  -  -  4 -4  5 -6 -1  0  5   3   2   5   5  -6   6   1  11   0  11  12  -5  -8   6  -3 -18 -(223)
4015 a  0 -1  + -3  -  1 -3  6 -7   6   2   2   6  11  -4  -8  -8  10  -9   0   -  14  -9  -6   2
4017 a -1  +  2 -2  4  + -6 -2  6   6   0  -8   6 -12   0   0   8  -2  -4   0  -4   0   4   6 -14 +(103)
4017 b -1  -  2 -2  4  + -6 -2 -2  -2   8  -4 -10   4  -8   4  -8  -2  -4  -8   0   0   4   6   2 -(103)
4017 c  0  -  1  2  0  + -3 -4 -8   5  -1   1  -6  -8   3   0   0   6 -12  -1  -7  13  -6   2   6 -(103)
4018 a  + -3 -1  + -5  6  0  1 -4  -8   6  -2   +   4   0   6   2  13  16  -3  -2 -11 -14  14  -8
4018 b  + -3  1  -  4  6 -3 -4  2   1  -9  -8   -  -5   6  -3 -14  11  -8   3  14   7 -16  -5  -1
4018 c  + -2 -2  - -2 -4 -6  6  8  -4   8  10   -  -4  -8  -8   4  10  -2  12 -10   0   0 -18  10
4018 d  + -2  2  - -6  4  2 -2  0   0   0  10   -   4  -8  -4   8 -10 -14 -12   6   0  -4  14  10
4018 e  + -1 -1  +  1 -2  0  3 -4   8  10  -2   +  -4   8  -2 -10   5  -8  -9  -2  15   6   6 -16
4018 f  + -1  3  -  0 -2  3  4 -6  -3   1  -4   +  -1   6   9   6   1   8   3  10  -1  12  -3   1
4018 g  +  1 -1  -  0 -2  5  4  6  -9  -3  -8   -   7  10 -13  14   5   4 -15   6  -3 -16 -13 -17
4018 h  +  1  1  -  1  2  0 -3 -4   8 -10  -2   -  -4  -8  -2  10  -5  -8  -9   2  15  -6  -6  16
4018 i  +  2 -4  -  4 -4  2  6 -8   6  -4   2   -   0  -4   2 -14  -4  -8   8  14  -8  -6 -10  -6
4018 j  +  2  2  - -2 -4  2 -6 -8   0   8   2   - -12  -4  -4  -8  14  -2   8 -10   4 -12  14  -6
4018 k  +  3  1  - -5 -6  0 -1 -4  -8  -6  -2   -   4   0   6  -2 -13  16  -3   2 -11  14 -14   8
4018 l  - -2  2  - -4 -1  0  6 -2  -5  -4  -2   +  -1   8 -10  -1 -14  10 -15  -7   0  -9   0   4
4018 m  - -1 -3  -  4  2 -7  4 -4   9   1   8   +  -3  -8 -11  -6  -9  -2  -7  -4 -15   4  -1  -5
4018 n  -  0  4  - -2  6  6 -4  8  -8   0  -2   -  -8   0   0  -2   8  10 -12 -10  16   2  10   2
4018 o  -  1 -1  -  2 -4 -3  0  4  -5  -7  -2   +  -1   2  -1 -10  13  -2  -3  -4 -15   6  15   7
4018 p  -  1  1  - -6  4 -7  0 -8   1  -5  -2   +  -5   6  -3  10   3  14   3  -8   7   2  -5  -5
4018 q  -  1  3  -  4 -2  7 -4 -4   9  -1   8   -  -3   8 -11   6   9  -2  -7   4 -15  -4   1   5
4018 r  -  2 -2  + -4  1  0 -6 -2  -5   4  -2   -  -1  -8 -10   1  14  10 -15   7   0   9   0  -4
4018 s  -  3  1  - -2  0  3  8 -4  -5   3  10   -  -5  -6  -9  10 -13  -2   9  -4 -11  14   1  -7
4020 a  -  -  + -2 -2  2  5  1 -3  -9  -4 -11   6  10  -5 -12   7   8   +   4  -5   4  -4  -9   2
4021 a -2  1  3  4 -2 -7  2 -6  2   0  -8   5   2 -10   4  -5  -7   7  -9  -3  -7   0 -12   6  10 +(4021)
4022 a  +  0  2 -2  1 -6  0 -1  5   6  -5  -7  -1   4   8  13  -3   5   5   5   2   2   0  18  12 -(2011)
4024 a  - -1  0 -5 -5  1 -4 -4 -9   2   2  -6   6  -5   1  -6 -12  -3  -5   6  -2  -8   7   6  10 +(503)
4024 b  - -1  0  1 -5  3  0  6  1  -2   4   8  -4  -5  -1   0  12  -1  -9   6 -10   0 -17 -12  -2 -(503)
4024 c  + -1  2  1  3  3 -2  0 -3   6   4   8 -12   7   3  12   8  -5  -9   4 -10   0   3  -2  14 -(503)
4025 a -2 -3  +  - -1 -7 -3 -8  +  -5  -2   4  -8  -6  -3  -2   2 -14   4   8   6  -3 -12  -2  -7
4025 b -2  1  +  - -5 -3  5  0  -   3   6   4   0   2   9   6  -6  10  -4  -8 -10 -15 -12 -10  -7
4025 c  0 -1  -  - -1 -1 -1  2  +   7   4  -8  -6   8   7  -4  -4 -10  14   0  -2 -15   8   6   7
4025 d  0  1  -  + -1  1  1  2  -   7   4   8  -6  -8  -7   4  -4 -10 -14   0   2 -15  -8   6  -7
4025 e  1  0  +  +  4 -6  2  4  -  -2  -4   2  -6 -12  12  10   0   2 -12   8  14   8   4   6  10
4025 f  1  0  +  - -4  2 -6  4  +  -2   4  10  10 -12  12 -14   8  10   4   8   6   0 -12  -2   2
4025 g  1  0  +  -  2 -4  6 -8  +  10  10  -8  -2   0 -12   4  14  -2   4   8   0   6  12  10   2
4026 a  +  +  1 -2  + -1  0  0 -4   5   7  -6  -1   4   0 -12   9   -   8   6   8   0   4  15 -11
4026 b  +  -  3 -4  +  2  3 -4 -9  -6   2  -1  -6  -7  -6   6   6   -  -4   3  -7  -4  -3 -15  11
4026 c  +  -  3 -4  - -6  3 -4  3   2   2  -5  10   9  10  -2   6   - -12  15 -11  12   9  13  -5
4026 d  +  -  4  0  -  2  2  4  8   2  -2   0  -8 -10  -6  -6   4   -   8   4 -14   8   6   6   2
4026 e  +  -  4  4  +  6 -6  0 -4  -6  -6   0  12  10  -6 -14  12   +   4   8  -6   4   6  -6   2
4026 f  -  + -1  2  + -3  8  4  4  -9  -3   6   3   4   0   8  -3   +   4   6  12  -4   4 -17  13
4026 g  -  +  2  4  -  2  6 -6  4  -2  10   6  -8  -8   0   0 -12   -   2 -12 -10   0   8  12  -2
4026 h  -  +  3  2  + -3  0 -4 -4   7   9   6   7  12   8   0  -3   +  -4   6  12  -4  -4   7  -3
4026 i  -  -  0 -4  +  2  6 -4  0   6   2   8  12   2   6   6  12   -  -4 -12   2  -4  -6  -6   2
4026 j  -  -  2  0  - -2  6 -2  8   6 -10   2  -4  -4   8   8   4   +  10  -8  -2 -12 -12   0  14
4028 a  -  1  0  4  1 -6  3  - -6   4   9  10  10   5   8   -  12  12  -1 -15   6  -4  -6   8  10
4028 b  -  1  2 -4 -3  4  7  - -8  -6   9  -4   6 -11   4   +   4 -10 -13 -15   0  -8  -4   8   4
4029 a  0  - -3  1 -4  2  -  5 -7  10   4  -5  -6   6  -3   3  -9   9  12  -6  -4   + -16  12   2
4029 b  0  -  1 -2  3 -5  -  3 -1   2  -4  -8 -11   3  12   6  12  -4  -8   0 -10   +  14  -4 -14
4030 a  +  0  -  0 -2  -  4  4 -2   0   -   2   6  -8 -12  10  12  -4   4   0   0  -4   4   6   2
4032 a  -  - -4  +  0  0  2 -2  8   2  -4   6   2   8  -4 -10  -6  -4 -12   0 -14   8  -6 -10  -2
4032 b  +  - -4  +  2  2  0 -4 -6 -10   8 -10   4  -8  -4  10  -8   6   4  14   6  -4  12  -4  -2
4032 c  +  - -4  - -2  2  0  4  6 -10  -8 -10   4   8   4  10   8   6  -4 -14   6   4 -12  -4  -2
4032 d  +  - -4  -  0  0  2  2 -8   2   4   6   2  -8   4 -10   6  -4  12   0 -14  -8   6 -10  -2
4032 e  +  - -2  + -4 -6 -2  4 -8  -2   0  10   6   4   0   6   4  -6  -4  -8  10   0  -4   6 -14
4032 f  -  - -2  + -4  6  2 -4  4  -2   8  10   2  -8   0 -10 -12 -10   8 -12   2   0  12  -6   2
