1 3775.19 1
2 2885.46 1.30835
3 2061.82 1.831
4 1532.75 2.46302
5 1224.27 3.08363
6 1013.38 3.72534
7 934.576 4.03947
8 816.32 4.62464
9 751.096 5.02624
10 655.81 5.75653
11 627.898 6.01243
12 603.978 6.25054
13 549.715 6.86754
14 540.829 6.98038
15 501.246 7.53161
16 499.996 7.55044
17 423.897 8.90591
18 456.268 8.27406
19 430.449 8.77035
20 430.163 8.77618
21 427.128 8.83854
22 384.209 9.82588
23 411.235 9.18013
24 389.689 9.6877
25 385.293 9.79823
26 364.493 10.3574
27 340.353 11.092
28 365.24 10.3362
29 360.752 10.4648
30 360.72 10.4657
31 350.596 10.7679
32 340.908 11.0739
33 334.641 11.2813
34 336.586 11.2161
35 328.06 11.5076
36 329.823 11.4461
37 328.906 11.478
38 332.577 11.3513
39 333.643 11.3151
40 359.723 10.4947
41 322.968 11.6891
42 300.945 12.5445
43 306.79 12.3055
44 301.532 12.52
45 330.36 11.4275
46 316.306 11.9352
47 300.85 12.5484
48 320.609 11.7751
49 311.818 12.107
50 309.732 12.1886
51 316.82 11.9159
52 333.48 11.3206
53 334.149 11.2979
54 327.984 11.5103
55 302.226 12.4913
56 295.507 12.7753
57 309.885 12.1826
58 304.976 12.3786
59 318.476 11.8539
60 336.818 11.2084
61 302.981 12.4602
62 312.576 12.0777
63 323.934 11.6542
64 277.278 13.6152
