1 3775.19
2 2885.46
3 2061.82
4 1532.75
5 1224.27
6 1013.38
7 934.576
8 816.32
9 751.096
10 655.81
11 627.898
12 603.978
13 549.715
14 540.829
15 501.246
16 499.996
17 423.897
18 456.268
19 430.449
20 430.163
21 427.128
22 384.209
23 411.235
24 389.689
25 385.293
26 364.493
27 340.353
28 365.24
29 360.752
30 360.72
31 350.596
32 340.908
33 334.641
34 336.586
35 328.06
36 329.823
37 328.906
38 332.577
39 333.643
40 359.723
41 322.968
42 300.945
43 306.79
44 301.532
45 330.36
46 316.306
47 300.85
48 320.609
49 311.818
50 309.732
51 316.82
52 333.48
53 334.149
54 327.984
55 302.226
56 295.507
57 309.885
58 304.976
59 318.476
60 336.818
61 302.981
62 312.576
63 323.934
64 277.278
