1 7015.67
2 4179.3
3 3142.49
4 2880.82
5 1763.51
6 1987.87
7 1765.65
8 1881.4
9 2045.6
10 2043.42
11 1952.78
12 1974.15
13 2081.89
14 2148
15 2152.05
16 2084.67
17 2139.43
18 2082.15
19 2083.43
20 2136.53
21 2084.7
22 2086.11
23 2093.08
24 2083.31
25 2083.5
26 2088.41
27 2085.05
28 2085.53
29 2172.12
30 2119.46
31 1979.34
32 2091.99
33 2140.3
34 2200.34
35 2084.95
36 2086.58
37 2085.18
38 2085.59
39 2083.54
40 2086.8
41 2086.49
42 2084.85
43 2087.19
44 2084.87
45 2084.61
46 2124.55
47 2087.58
48 2087.07
49 2081.45
50 2083.54
51 2083.33
52 2085.96
53 2084.35
54 2083.21
55 2084.41
56 2083.05
57 2085.12
58 2095.18
59 2088.64
60 2086.62
61 2081.81
62 2084.33
63 2089.12
64 2084.71
