1 4253.56 1
2 3582.56 1.1873
3 2544.45 1.6717
4 1919.31 2.21619
5 1577.25 2.69682
6 1329.78 3.19869
7 1203.19 3.53524
8 1063.37 4.00008
9 976.329 4.35669
10 959.633 4.43249
11 901.537 4.71812
12 851.002 4.9983
13 831.282 5.11687
14 773.633 5.49816
15 759.215 5.60258
16 660.696 6.438
17 703.902 6.04283
18 684.802 6.21137
19 676.416 6.28838
20 705.225 6.03149
21 680.688 6.24891
22 605.437 7.0256
23 661.254 6.43257
24 660.765 6.43733
25 692.522 6.14213
26 633.962 6.70949
27 555.967 7.65074
28 651.408 6.52979
29 579.848 7.33565
30 538.595 7.89751
31 569.872 7.46406
32 566.614 7.50698
33 558.444 7.61681
34 565.87 7.51685
35 614.273 6.92454
36 590.62 7.20186
37 552.255 7.70217
38 560.232 7.5925
39 565.379 7.52338
40 561.959 7.56916
41 625.319 6.80222
42 540.651 7.86748
43 576.117 7.38315
44 552.668 7.69641
45 605.316 7.02701
46 532.283 7.99116
47 547.738 7.76568
48 610.171 6.97109
49 545.166 7.80232
50 534.678 7.95537
51 552.815 7.69436
52 544.442 7.8127
53 508.989 8.35688
54 550.791 7.72264
55 524.06 8.11655
56 519.041 8.19504
57 540.267 7.87307
58 527.044 8.0706
59 527.801 8.05902
60 526.069 8.08556
61 533.681 7.97023
62 507.977 8.37353
63 517.491 8.21958
64 510.117 8.3384
