230000 32904.9
230001 9055.76
230167 12130.3
230168 15785
230169 10897.6
230333 21610.3
230334 21269.9
230499 8531.48
230500 27638.6
230501 5100.75
230665 5979.84
230666 17645.2
230667 16677.6
230831 23211.5
230997 9953.77
230998 14064.9
230999 4734.89
231163 19625.6
231164 16092.7
231329 10912.3
231330 14252.3
231331 4373.54
231661 15040.6
231662 15173.3
231663 31085.4
231664 13027.2
231665 14080.3
231666 16073.6
231667 4935.9
231668 14315.2
231669 7474.03
231670 20153
231671 5405.6
231672 23129
231673 7333.95
231674 13379.6
231675 13336.3
231676 16481.1
231677 3575.91
231678 17039.3
231679 10793.3
231680 31480.9
231681 10443
231827 11042.2
231828 17215.8
231829 5929.68
231993 58249.9
232159 50164
232325 7075.24
232326 18073.1
232327 4736.37
232491 11881.5
232492 22737
232493 5191.38
232657 20246.5
232658 15393.3
232823 10419.6
232824 17590.2
232825 8217.48
232989 56884
233155 58190.5
233321 9621.79
233322 18339.5
233323 3888.77
233487 8756.98
233488 17024.7
233489 4579.99
233490 13171.3
233653 54793.8
233819 12576.2
233820 14221
233821 5416.69
233822 15262.9
233823 9128.77
233824 15724
233825 7097.38
233826 17569.9
233827 5769.81
233828 20451.3
233829 11705
233830 23699.7
233831 4387.73
233832 15263.3
233833 4648.21
233834 14255.5
233835 22920.1
233836 14680.4
233837 3301.67
233838 18976.5
233839 7187.14
233840 26125.3
233841 9557.31
234151 21753
234152 17302.8
234317 14442.6
234318 26582.4
234483 9769.17
234484 18323.8
234485 8494.82
234649 20763.8
234815 57302.7
234981 11485.6
234982 21122.9
234983 6085.95
235147 5036.86
235148 16518.9
235149 27808.8
235150 21980.2
235151 6139
235152 18579.3
235153 4270.79
235154 13068.3
235155 15100.3
235156 14313.2
235157 6892.31
235158 27558.4
235159 4167.6
235160 24778.1
235161 12213
235162 15681
235163 4693.78
235164 16662.7
235165 9863.78
235166 15241.2
235167 9828.26
235313 54403
235479 10445.7
235645 7222.27
235646 15595
235647 9104.55
235811 9125.71
235812 17870.5
235813 3916.48
235814 16490.2
235815 14887.2
235816 18357.6
235817 3936.11
235818 20841.3
235819 4151.97
235820 26190.5
235821 8465.71
235822 14136.7
235823 6516.78
235824 20384
235825 6808.85
235826 16444
235827 10894
235828 19024.3
235829 6494.47
235830 8691.68
235831 4795.52
235832 16332
235833 10651
235834 14832.1
236143 14449.9
236144 18499.1
236145 37445.4
236146 14639.5
236147 4584.18
236148 16805.5
236149 4109.54
236150 19767.4
236151 8490.5
236152 18709.8
236153 3610.55
236154 17855.4
236155 7603.21
236156 15853.4
236157 18214.3
236158 19212.9
236159 7793.78
236160 46577.5
236161 5141.58
236309 14541.4
236310 14309.4
236311 5123.92
236312 17361.1
236313 17353.8
236314 15606.8
236315 6214.67
236316 13994.1
236317 3688.9
236318 12457.9
236319 8079.72
236320 34434.8
236321 5586.11
236322 18904.8
236323 3622.44
236324 20281.2
236325 16033.5
236326 14086.8
236327 7829.8
236328 16669.3
236329 4628.11
236330 21497.5
236331 8281.03
236475 15461.7
236476 16700.1
236477 4162.87
236641 4901.96
236642 21215.2
236643 33838.3
236644 15083.2
236645 9889.82
236646 16569
236647 7207.26
236648 14760.6
236649 24876.5
236650 22420.9
236651 5295.25
236652 22963.7
236653 3656.42
236654 19793.5
236655 14555.2
236656 23777.7
236657 4662.29
236658 18728
236659 4795.76
236807 15876.8
236808 39913.6
236809 4623.32
236810 36467.3
236811 9457.61
236812 15698.2
236813 3673.01
236814 17191.7
236815 5899.91
236816 21292.8
236817 14030
236818 14458.9
236819 5354.92
236820 11523.5
236821 5067.68
236822 14609.4
236823 8926.91
236824 21803.6
236825 6959.8
236826 17591.9
236827 4441.35
236973 60198.5
237139 15483.8
237305 56722.4
237471 11353.6
237472 21296.2
237473 5899.33
237474 17729.2
237475 10340.4
237476 13010.8
237477 6538.06
237478 12666.5
237479 4625.38
237480 9521.44
237481 4915.06
237482 17162.3
237483 12866.9
237484 17910.4
237485 5994.09
237486 18291.6
237487 3690.12
237488 16420.2
237489 13105.8
237490 34178.5
237491 5303.49
237492 18147.6
237493 5011.16
237494 14784.6
237637 5022.65
237638 15523.9
237639 11964.6
237803 15181.5
237804 32305.2
237805 13300.1
237806 12798.6
237807 7406.03
237808 14540.3
237809 5139
237810 10487
237811 5528.82
237812 12777.8
237813 9102.63
237814 12275.8
237815 5916.2
237816 18615.7
237817 5658.68
237818 19053.5
237819 7707.03
237820 35725.5
237821 4500.87
237822 19522.5
237823 7768.62
237824 20318.8
237969 58495.1
238135 14495.3
238136 23313.8
238137 9426.16
238138 14562.4
238139 5208.3
238140 46716.8
238141 3776.98
238142 15366.2
238143 8167.44
238144 16230.3
238145 6492.48
238146 17727.4
238147 6714.57
238148 15709.3
238149 9621.18
238150 27472.4
238151 4292.17
238152 15470.3
238153 4482.91
238154 18777.8
238155 12289.3
238301 27277.2
238467 12384.7
238468 16455.7
238469 24056.8
238470 12448.9
238471 4357.71
238472 17622.1
238473 8062.72
238474 13840.3
238475 6493.59
238476 26060
238477 3750.99
238478 17157.1
238479 14347.2
238480 32219.3
238481 4469.44
238482 17722.2
238483 7277.03
238484 16003.1
238485 16601.8
238486 15201.7
238487 4623.93
238633 21208.1
238634 20022
238635 14207.4
238636 15060.7
238637 5455.79
238638 15197.8
238639 3975.69
238640 26143.2
238641 19664.7
238642 13250.6
238643 5005.82
238644 22737.6
238645 8333.18
238646 15642
238647 7380.84
238648 16504.6
238649 4477.58
238650 13406.5
238651 6294.43
238652 15668.6
238653 8621.25
238654 17658
238655 7598.33
238799 55178.7
239131 20693.5
239132 18477.7
239297 11887.4
239298 20320.9
239299 6275.9
239300 24235.7
239301 7699.13
239302 18426.9
239303 4557.49
239304 20788.3
239305 9934.02
239306 14027.7
239307 8522.32
239308 16695.8
239309 7584.49
239310 12796.4
239311 4969.88
239312 17010.9
239313 16699.8
239314 15724.6
239315 8308.99
239316 36140
239317 5953.88
239318 15522.3
239463 15493.6
239464 19546
239465 10252.4
239466 16786.7
239467 3922.76
239468 13952.1
239469 7839.19
239470 35366.2
239471 4255.44
239472 14918.2
239473 8230.52
239474 15002.2
239475 17156.1
239476 19752.2
239477 8523.4
239478 16906.8
239479 4742.11
239480 24910.9
239481 24193.5
239482 16247
239483 4817.53
239629 6194.72
239630 42504.7
239631 11209.6
239632 19795.7
239633 3694.14
239634 16771.6
239635 8625.04
239636 15635.3
239637 10172.3
239638 20370.1
239639 4991.4
239640 11522
239641 4473.37
239642 18662.3
239643 8628.9
