50000 322.541 117.317 2.74931
50001 221.194 68.0852 3.24878
50002 276.697 77.7641 3.55816
50003 105.703 32.6306 3.23938
50004 326.322 91.4035 3.57013
50005 156.899 41.6797 3.7644
50006 315.908 88.4831 3.57026
50007 205.715 63.9783 3.21539
50008 449.067 115.229 3.89717
50009 98.5625 32.4832 3.03426
50010 304.751 100.942 3.01907
50011 107.901 35.9974 2.99747
50012 280.386 81.0907 3.45768
50013 208.218 66.5075 3.13074
50014 290.149 85.7583 3.38333
50015 242.959 75.0635 3.23671
50016 332.41 90.4053 3.67689
50017 128.261 46.0807 2.7834
50018 260.907 75.8284 3.44076
50019 186.542 63.1761 2.95273
50020 309.961 100.902 3.0719
50021 98.9106 30.6318 3.22902
50022 422.096 119.189 3.5414
50023 75.2642 23.1394 3.25264
50024 359.6 91.3214 3.93774
50025 538.782 145.863 3.69375
50026 270.414 101.912 2.65341
50027 101.399 29.7982 3.40286
50028 355.305 93.4588 3.80173
50029 129.069 40.5353 3.18411
50030 404.256 118.433 3.41337
50031 158.282 56.6178 2.79562
50032 307.362 86.9913 3.53325
50033 76.3521 45.0443 1.69504
50034 317.503 85.7749 3.70158
50035 128.742 41.3004 3.11721
50036 248.063 87.2005 2.84474
50037 211.376 60.7662 3.47851
50038 270.183 77.7787 3.47374
50039 114.071 33.8281 3.37208
50040 346.3 105.046 3.29665
50041 105.902 34.9402 3.03095
50042 262.183 73.5925 3.56263
50043 219.097 59.3378 3.69237
50044 283.467 79.8338 3.55071
50045 134.151 40.7422 3.29268
50046 350.634 98.3204 3.56624
50047 81.2256 26.1276 3.1088
50048 542.462 154.262 3.5165
50049 219.692 56.4496 3.89183
50050 1143.66 331.071 3.45443
50051 99.5045 31.0104 3.20875
50052 310.366 80.9935 3.83199
50053 81.5279 27.0483 3.01416
50054 286.661 84.6583 3.38609
50055 216.622 77.3314 2.80122
50056 186.173 66.8587 2.78457
50057 118.889 38.9153 3.05507
50058 528.588 168.846 3.13059
50059 103.21 29.4184 3.50835
50060 393.002 100.908 3.89466
50061 185.638 66.2557 2.80184
50062 273.135 88.9201 3.07169
50063 97.5192 31.7596 3.07054
50064 458.547 125.236 3.66146
50065 138.688 47.1009 2.94449
50066 287.086 95.0664 3.01985
50067 157.638 54.1585 2.91068
50068 279.868 79.3258 3.52808
50069 99.5264 31.9748 3.11265
50070 284.136 102.753 2.76523
50071 150.982 42.1444 3.58249
50072 330.216 83.7328 3.94369
50073 173.248 56.1244 3.08686
50074 279.313 89.2262 3.13039
50075 139.177 38.8143 3.58571
50076 399.322 101.347 3.94015
50077 82.0688 25.4354 3.22656
50078 396.218 109.623 3.61437
50079 169.423 57.9204 2.9251
50080 480.701 121.39 3.95997
50081 103.972 34.6262 3.0027
50082 336.792 98.055 3.43473
50083 121.642 32.3577 3.75929
50084 292.148 75.3536 3.87703
50085 674.447 185.275 3.64025
50086 265.989 78.7268 3.37863
50087 76.3889 23.2564 3.28464
50088 297.668 87.815 3.38972
50089 95.4915 29.621 3.22378
50090 392.688 114.519 3.42902
50091 203.287 57.0196 3.56521
50092 255.13 89.7887 2.84145
50093 76.2662 25.7526 2.9615
50094 506.227 158.764 3.18855
50095 175.964 47.833 3.67872
50096 223.548 73.8477 3.02715
50097 182.783 57.0952 3.20137
50098 272.208 76.5263 3.55705
50099 154.512 40.447 3.82011
50100 333.856 108.093 3.0886
50101 99.022 33.0078 2.99996
50102 323.518 85.4719 3.78508
50103 207.88 60.0646 3.46094
50104 189.143 65.6724 2.8801
50105 226.584 69.2205 3.27337
50106 417.661 116.751 3.57737
50107 111.463 34.075 3.27111
50108 272.862 79.661 3.42529
50109 172.912 56.5896 3.05554
50110 400.485 120.309 3.3288
50111 101.37 30.707 3.3012
50112 1633.73 661.72 2.46891
50113 108.229 33.3929 3.24108
50114 277.365 96.2682 2.88117
50115 239.145 84.3168 2.83627
50116 263.83 85.5259 3.0848
50117 92.955 35.0045 2.65552
50118 362.656 133.011 2.72651
50119 101.31 33.8255 2.99508
50120 435.029 142.641 3.04982
50121 189.054 56.0645 3.37208
50122 276.424 85.6916 3.2258
50123 79.3271 24.5986 3.22486
50124 316.874 90.7995 3.48982
50125 150.984 42.7012 3.53583
50126 270.854 78.1355 3.46647
50127 259.642 85.9285 3.02161
50128 237.456 82.6287 2.87377
50129 94.4198 29.9731 3.15015
50130 319.31 113.711 2.80808
50131 98.1207 31.7103 3.09428
50132 196.274 69.3196 2.83144
50133 202.857 56.7065 3.57731
50134 374.454 106.829 3.50517
50135 153.94 40.0242 3.84617
50136 312.488 105.891 2.95103
50137 102.781 29.3731 3.49915
50138 349.763 88.6481 3.94552
50139 218.346 65.0145 3.35842
50140 323.649 110.335 2.93333
50141 137.455 46.436 2.9601
50142 319.548 93.7486 3.40856
50143 101.932 30.1335 3.38268
50144 284.938 71.671 3.97564
50145 239.591 64.7896 3.69799
50146 270.224 94.0819 2.87222
50147 78.3494 27.1806 2.88255
50148 453.839 118.253 3.83786
50149 140.905 45.7164 3.08215
50150 358.37 126.733 2.82776
50151 196.231 54.3677 3.60933
50152 299.218 88.5216 3.38017
50153 76.9794 23.6847 3.25017
50154 353.531 107.442 3.29044
50155 193.08 52.1771 3.70047
50156 274.684 81.2787 3.37953
50157 162.864 52.4728 3.10378
50158 278.98 82.2287 3.39273
50159 99.3323 31.0731 3.19673
50160 876.913 354.002 2.47714
50161 99.3103 29.6751 3.34659
50162 341.507 105.572 3.23483
50163 212.287 55.217 3.84459
50164 285.818 80.4927 3.55086
50165 151.156 41.4401 3.64758
50166 379.189 127.441 2.97541
50167 124.09 33.1076 3.74808
50168 265.568 67.0365 3.96154
50169 224.366 68.5878 3.27122
50170 419.472 106.553 3.93675
50171 127.665 37.7068 3.38573
50172 312.166 81.8487 3.81394
50173 92.7421 30.7033 3.02059
50174 260.051 90.9291 2.85993
50175 336.785 87.7343 3.83869
50176 1124.95 452.551 2.4858
50177 77.7552 24.0539 3.23254
50178 348.59 129.86 2.68435
50179 126.434 35.6814 3.54341
50180 351.743 115.865 3.0358
50181 232.509 82.3433 2.82365
50182 305.748 92.999 3.28765
50183 133.882 36.41 3.67707
50184 440.714 127.256 3.46321
50185 125.6 42.3908 2.96291
50186 277.696 83.0614 3.34326
