50000 322.541
50001 221.194
50002 276.697
50003 105.703
50004 326.322
50005 156.899
50006 315.908
50007 205.715
50008 449.067
50009 98.5625
50010 304.751
50011 107.901
50012 280.386
50013 208.218
50014 290.149
50015 242.959
50016 332.41
50017 128.261
50018 260.907
50019 186.542
50020 309.961
50021 98.9106
50022 422.096
50023 75.2642
50024 359.6
50025 538.782
50026 270.414
50027 101.399
50028 355.305
50029 129.069
50030 404.256
50031 158.282
50032 307.362
50033 76.3521
50034 317.503
50035 128.742
50036 248.063
50037 211.376
50038 270.183
50039 114.071
50040 346.3
50041 105.902
50042 262.183
50043 219.097
50044 283.467
50045 134.151
50046 350.634
50047 81.2256
50048 542.462
50049 219.692
50050 1143.66
50051 99.5045
50052 310.366
50053 81.5279
50054 286.661
50055 216.622
50056 186.173
50057 118.889
50058 528.588
50059 103.21
50060 393.002
50061 185.638
50062 273.135
50063 97.5192
50064 458.547
50065 138.688
50066 287.086
50067 157.638
50068 279.868
50069 99.5264
50070 284.136
50071 150.982
50072 330.216
50073 173.248
50074 279.313
50075 139.177
50076 399.322
50077 82.0688
50078 396.218
50079 169.423
50080 480.701
50081 103.972
50082 336.792
50083 121.642
50084 292.148
50085 674.447
50086 265.989
50087 76.3889
50088 297.668
50089 95.4915
50090 392.688
50091 203.287
50092 255.13
50093 76.2662
50094 506.227
50095 175.964
50096 223.548
50097 182.783
50098 272.208
50099 154.512
50100 333.856
50101 99.022
50102 323.518
50103 207.88
50104 189.143
50105 226.584
50106 417.661
50107 111.463
50108 272.862
50109 172.912
50110 400.485
50111 101.37
50112 1633.73
50113 108.229
50114 277.365
50115 239.145
50116 263.83
50117 92.955
50118 362.656
50119 101.31
50120 435.029
50121 189.054
50122 276.424
50123 79.3271
50124 316.874
50125 150.984
50126 270.854
50127 259.642
50128 237.456
50129 94.4198
50130 319.31
50131 98.1207
50132 196.274
50133 202.857
50134 374.454
50135 153.94
50136 312.488
50137 102.781
50138 349.763
50139 218.346
50140 323.649
50141 137.455
50142 319.548
50143 101.932
50144 284.938
50145 239.591
50146 270.224
50147 78.3494
50148 453.839
50149 140.905
50150 358.37
50151 196.231
50152 299.218
50153 76.9794
50154 353.531
50155 193.08
50156 274.684
50157 162.864
50158 278.98
50159 99.3323
50160 876.913
50161 99.3103
50162 341.507
50163 212.287
50164 285.818
50165 151.156
50166 379.189
50167 124.09
50168 265.568
50169 224.366
50170 419.472
50171 127.665
50172 312.166
50173 92.7421
50174 260.051
50175 336.785
50176 1124.95
50177 77.7552
50178 348.59
50179 126.434
50180 351.743
50181 232.509
50182 305.748
50183 133.882
50184 440.714
50185 125.6
50186 277.696
50187 153.894
50188 278.831
50189 112.799
50190 355.942
50191 95.0576
50192 281.49
50193 323.459
50194 272.537
50195 125.658
50196 290.482
50197 136.842
50198 275.034
50199 252.45
50200 442.713
50201 94.835
50202 347.84
50203 105.183
50204 327.974
50205 240.631
50206 300.784
50207 78.408
50208 320.377
50209 127.262
50210 377.636
50211 239.154
50212 273.514
50213 87.1797
50214 351.252
50215 187.59
50216 278.067
50217 212.916
50218 394.793
50219 95.9003
50220 875.816
50221 90.8631
50222 277.045
50223 159.067
50224 218.35
50225 275.905
50226 364.406
50227 79.9603
50228 275.62
50229 162.582
50230 392.367
50231 90.9697
50232 731.644
50233 96.7321
50234 270.649
50235 224.598
50236 288.942
50237 101.712
50238 346.76
50239 115.945
50240 529.112
50241 159.56
50242 275.58
50243 95.3366
50244 298.444
50245 167.611
50246 388.95
50247 182.087
50248 228.208
50249 100.264
50250 457.126
50251 101.882
50252 205.557
50253 164.329
50254 187.898
50255 126.173
50256 220.292
50257 65.3259
50258 203.183
50259 142.45
50260 397.076
50261 65.316
50262 358.307
50263 53.2909
50264 204.911
50265 182.517
50266 190.575
50267 97.5845
50268 207.915
50269 66.6834
50270 347.339
50271 152.041
50272 206.997
50273 54.488
50274 870.139
50275 95.8737
50276 201.208
50277 121.596
50278 195.764
50279 79.4537
50280 183.492
50281 107.403
50282 193.337
50283 144.062
50284 220.484
50285 108.705
50286 270.072
50287 57.6029
50288 286.585
50289 120.939
50290 297.68
50291 72.9528
50292 269.486
50293 67.8047
50294 193.558
50295 275.64
50296 190.117
50297 80.3605
50298 215.953
50299 76.3588
50300 312.994
50301 192.609
50302 246.25
50303 89.2635
50304 333.476
50305 98.1019
50306 194.96
50307 138.349
50308 199.311
50309 76.9201
50310 480.587
50311 71.2071
50312 209.236
50313 147.855
50314 213.356
50315 128.975
50316 273.615
50317 70.5791
50318 189.087
50319 114.774
50320 461.935
50321 69.0716
50322 341.312
50323 125.028
50324 200.508
50325 370.993
50326 186.047
50327 66.8097
50328 254.655
50329 68.6519
50330 397.875
50331 146.544
50332 193.115
50333 53.0595
50334 354.647
50335 84.2174
50336 405.402
50337 236.921
50338 192.365
50339 77.2141
50340 180.154
50341 68.9674
50342 188.354
50343 189.508
50344 329.269
50345 106.259
50346 228.508
50347 91.2183
50348 199.854
50349 146.052
50350 350.708
50351 76.0399
50352 205.996
50353 79.172
50354 194.541
50355 224.419
50356 198.159
50357 75.0475
50358 353.802
50359 68.0221
50360 303.681
50361 136.805
50362 226.905
50363 56.4477
50364 219.435
50365 141.557
50366 189.938
50367 154.692
50368 216.349
50369 95.8064
50370 206.693
50371 65.8452
50372 261.66
50373 142.746
50374 188.151
50375 136.922
50376 200.053
50377 54.5872
50378 193.236
50379 149.687
50380 372.741
50381 68.0868
50382 300.299
50383 53.8553
50384 215.466
50385 258.655
50386 273.819
50387 53.9455
50388 354.858
50389 75.9759
50390 268.908
50391 153.387
50392 205.463
50393 96.5892
50394 221.101
50395 99.5523
50396 197.22
50397 143.381
50398 191.08
50399 76.8937
50400 2938.58
50401 105.348
50402 252.453
50403 143.241
50404 195.94
50405 115.279
50406 225.055
50407 97.4352
50408 209.049
50409 134.13
50410 286.671
50411 67.9598
50412 214.097
50413 113.675
