1 11385.6 1
2 6186.4 1.84042
3 4623.71 2.46244
4 3853.49 2.95462
5 3248.11 3.5053
6 3138.2 3.62807
7 2461.38 4.6257
8 2485.38 4.58103
9 2411.39 4.72159
10 2415.22 4.7141
11 2501.1 4.55224
12 2482.31 4.5867
13 2304.24 4.94115
14 1804.83 6.30841
15 1834.08 6.2078
16 1856.27 6.13359
17 1826.02 6.2352
18 1840.16 6.18729
19 1888.55 6.02875
20 1821.8 6.24964
21 1848.74 6.15857
22 1844.36 6.1732
23 1858.11 6.12752
24 1849.79 6.15508
25 1871.48 6.08374
26 1861.66 6.11583
27 1813.42 6.27852
28 1847.9 6.16137
29 1827.06 6.23165
30 1847.97 6.16114
31 1830.16 6.2211
32 1862.19 6.11409
33 1849 6.15771
34 1839.62 6.1891
35 1833.99 6.2081
36 1843.99 6.17444
37 1818.01 6.26267
38 1824.75 6.23954
39 1813.72 6.27748
40 1866.96 6.09847
41 1853.73 6.14199
42 1851.71 6.14869
43 1818.92 6.25954
44 1850.89 6.15142
45 1841.27 6.18356
46 1801.23 6.32101
47 1827.75 6.2293
48 1839.08 6.19092
49 1832.33 6.21373
50 1843.33 6.17665
51 1885.79 6.03758
52 1839.25 6.19035
53 1853.48 6.14282
54 1849.9 6.15471
55 1818.57 6.26074
56 1847.37 6.16314
57 1871.16 6.08478
58 1826.16 6.23472
59 1855.87 6.13491
60 1843.8 6.17507
61 1837.1 6.19759
62 1849.98 6.15444
63 1843.33 6.17665
64 1818.83 6.25985
