300026 b  -  2  2  1  1  4  2 -4  0   1   4   0  -2 -11 -10   0  10  -2   + -16  -1 -11  -1  -6   2 -(2239)
300027 a -1  - -3  -  3  + -2  4 -4  -6  -2  -5  -2   8  12 -12   9  -5  11  -3  11   6  -8 -14 -15 +(157)
300027 b  0  + -4  +  0  -  2  2 -8   3 -10   4  -6  -4  -3  -3 -12   4  14   1  15 -10   6 -15   2 -(157)
300027 c  0  + -1  -  4  + -6  3 -1  -1   7  10  -2 -11  -1  -1 -12   0   2   0  11  -7   9   7  19 -(157)
300027 d  0  +  0  - -5  -  6  8 -7   3 -10  10   2   6  -8  -2 -10 -10  10   9   2  12   6  -9 -17 -(157)
300027 e  0  +  0  -  3  - -2  0 -3   7  -2  10  -6 -10   8  -2 -10  14  -6  -7 -14  12  -2  -9  -5 -(157)
300027 f  0  -  4  -  0  + -2 -2 -8   3  10   4   6  -4   3  -3  12  -4  14   1 -15 -10  -6  15  -2 +(157)
300027 g  1  + -2  -  4  + -2 -4  4   6   8 -10  -6   0   0   6   4  -6   4   0  -6 -12  -4 -10  10 +(157)
300027 h  1  +  2  - -4  - -3  0  0   0  -8   7 -10 -11  -2  -2 -13   8  10  10  -2   7 -15   9  -6 -(157)
300027 i  1  +  2  - -4  -  6  2  0   4  -2   2  -6   2  -8   0  -4  10   2  12  -6  -2  -4 -12  14 +(157)
300027 j  1  +  2  -  4  +  6  0 -6   0  -4  -2   2  -4   0   4 -12  10 -12  16  -4  -8   0  -6   8 -(157)
300027 k  1  - -2  + -4  +  3  0  0   0   8   7  10 -11   2  -2  13  -8  10  10   2   7  15  -9   6 +(157)
300027 l  1  - -2  -  0  + -2  0 -8   6  -4  -2  -6  -4   4   6  -4  10  -8  -4   2  -8 -12  -2 -14 +(157)
300027 m  1  - -2  -  2  - -2  0  0   2   4  -2   2   4 -10  -6  -8  10 -12   6  -4  12  16   0  16 -(157)
300027 n  1  -  1  -  3  + -2  0  4  -6 -10   7   6  -4   4 -12   5   7   7   5  11  10   0  10   1 +(157)
300027 o  1  -  2  - -6  - -2  8 -6   0   4  -2  10   0   2   4   0  -6 -16  -6  -6   0  -4   8   2 +(157)
300030 a  +  +  + -2  0  2 -6  4 -6  -6   4   2  -2  -4 -12  -2   4 -10   4  -2   +  10   4  -6  -6 -(137)
300030 b  +  +  +  0 -2  6  5 -6  8  -3  -5 -10  11 -12   6   9   0   2  -3   7   -  -2   7   9  -4 +(137)
300030 c  +  +  +  0  2 -4 -5 -5  3  -9  -9  -7  11 -11   4  -4   4   8  10  -8   +  16   0  -5   4 +(137)
300030 d  +  +  +  1 -3 -1  5  4  3   5  -7  10   3  10  -3  12   3 -10   2  -4   + -11   4 -14 -18 -(137)
300030 e  +  +  -  2 -4 -1 -4  1  5  -6   0  -5  -3   8   4  -4  -1 -14   7   0   +  -5   3  -9   6 -(137)
300030 f  +  -  + -4  2  4 -5  7 -1  -5  -5  -7  11   1  12   4   0  -4  10   8   + -12   0   3  16 +(137)
300030 g  +  -  +  4 -2  2  3 -6  8   5   7   2 -11  -8  -6  -7   4  10   7  13   -  -6  11   7  -8 -(137)
300030 h  +  -  -  2 -4 -1  4 -3 -1   2  -8   3  -5   4  -8 -12 -11   6  13  -4   -   1   7   9  10 -(137)
300030 i  +  -  -  2  4  4  0  8  4  -6   4  -2  10  -4  10   2   0   2 -12   8   +  16   6  10   2 -(137)
300030 j  -  +  + -4  4 -4  1  4 -8  -9   9   4  -3 -10   8   1  10   4   1  15   +  -2   9   3 -12 +(137)
300030 k  -  +  +  0 -4  2 -2  4 -6  -6   0   2   2  -2  -8 -10   4 -10  -8  10   + -14  -6 -14  -2 +(137)
300030 l  -  +  +  2 -6  0 -5  0  4   5   7   8   5   8   8 -11   2   6   7   1   -  10  15   3  14 -(137)
300030 m  -  +  +  4  0 -4  4 -4  4   6   4  -2   6  10  -2 -10   0 -10   8   8   +   0  16  -6  14 +(137)
300030 n  -  +  -  2  0  2 -5 -2  0  -5   1   2  -3   2  -2  -5   4  -8   3   7   -  -2  11  -9   6 -(137)
300030 o  -  -  + -4 -2  2 -6 -4  4  -6  -2  -2  -2  -4  -6  -6   6   6   4 -16   - -12   0  -6  -2 +(137)
300030 p  -  -  + -4  0 -1  6 -1 -3   6  -4  -1   3   8  -6   0  -9   8   5  -6   -   5  15   9 -10 +(137)
300030 q  -  -  + -1 -1 -1  7 -6  5   5   1  12 -11  -2   1   6   1   6  -2 -10   - -17   4   6 -14 -(137)
300030 r  -  -  + -1  1 -7 -3  2  1  -9  -5   4  -5 -10  -9  -6  -9  -6   4   8   -  -9  12  -6 -14 +(137)
300030 s  -  -  +  0 -4 -4  3  0  0  -1  -3   4   3 -10   0  -7 -10   0  11   9   + -14   9  -3   8 -(137)
300030 t  -  -  +  4 -6 -2  3 -6  0   9   1   6   7  -8 -10   5   8  -2   7  -5   -  10   3 -11  -8 +(137)
300030 u  -  -  - -3  3  3  3  0  9   3  -3 -10  -7   6   3 -12   5 -10   2 -12   - -11  -4 -10  14 +(137)
300030 v  -  -  - -2  0 -2 -3  6  0   3   9 -10   3  -6  -6   3   8  12  -3   9   -  -6  -5  -7 -14 +(137)
300030 w  -  -  -  0  0 -4 -7 -4 -8   5  -5  -4   3  10   8   3  -6  12   7   5   +  -6   7   5   8 -(137)
300030 x  -  -  -  0  6  2 -2 -4  0  -2  -2  -2  -2  -4  -2   6  -2  -2  -4 -12   -   0   4  10 -10 +(137)
300030 y  -  -  -  2  0  4  0  0 -4   2   4   6   6   4   6   2  12   2   4  12   +   8  -6 -10  -2 +(137)
300033 a -2  -  1  2 -3  3  +  1  7   2   2   -   3   1  -6   -   4  -6  -4  -8  12  -2 -14 -16   2
300033 b -2  +  2 -4 -3 -4  -  1  3   0   2   -   8   6   6   +  15  12 -10 -14 -14  10  -1   3   9
300033 c -2  +  3 -4 -3  6  +  4 -4  -2  -8   -   0  -8   2   -   5  10   6 -16  -7   2  -5  -1   7
300033 d -1  + -2 -1  0 -1  -  1 -9   3   2   -  -8  -6   3   -  15  -3 -13   8 -11  -2   4   0 -12
300033 e -1  -  0  2 -2 -2  - -4  0   6   4   + -12  12   0   -   0   8  12   0   0  12  12 -10   6
300033 f -1  -  2  2  6  2  - -8 -6   2 -10   +  -6  -2  -8   +   6   2   2   8   6  14   6   2  14
300033 g  0  + -1 -4  3  0  +  0  0   0   4   -  -6  -8   2   +   3  -8  -8  10  -9 -10  -9   9  -1
300033 h  0  +  1 -4 -3  0  -  0  0   0   4   -   6  -8  -2   -  -3  -8  -8 -10  -9 -10   9  -9  -1
300033 i  1  - -3  2 -3 -4  + -7  3   0  10   +  -2  -4   0   + -11  10 -14   2   1   6   7   2   7
300033 j  1  -  1  2  3  0  + -5 -5   8   2   -  -6   4  12   - -11  -6 -10  10   9 -14   1   2  17
300033 k  1  +  2 -1  0 -1  +  1  9  -3   2   -   8  -6  -3   + -15  -3 -13  -8 -11  -2  -4   0 -12
300033 l  2  + -3 -4  3  6  -  4  4   2  -8   -   0  -8  -2   +  -5  10   6  16  -7   2   5   1   7
300033 m  2  + -2 -4  3 -4  +  1 -3   0   2   -  -8   6  -6   - -15  12 -10  14 -14  10   1  -3   9
300033 n  2  - -1  0  5 -4  + -4  0   6  -2   - -12   4   6   +   3  -8   8  -2   7   6   9  -7  13
300034 a  + -2 -2  -  0 -5 -6 -4 -9   -   4  -9   2  10   2  -8  -1  -7  14  -1   4  10  -6   3 -18 -(739)
300034 b  + -2  1  + -3 -2  6  0 -9   +   3   4  -8  -7  12   0  -6   5  -2   5  -4   8 -17   2   3 -(739)
300034 c  - -2 -1  - -3 -4  4 -2 -7   -   9 -12   2   1  -2   2  -8 -13  -6 -13  -4 -12  -1  18   7 +(739)
300034 d  - -2 -1  - -1 -4 -4 -2 -1   -  -5  -4   6   3  -6   6   8   3   2  -3  -4  -4   1 -14  19 -(739)
300034 e  - -2  1  + -6 -2  6  6  3   +   6  -5  -2   2  -3   3  -6   5   1   8  -1  -4   4 -16 -12 -(739)
300034 f  -  0 -1  +  3 -6  8  2 -3   +   7   2   8  -9   8   0  -4  -5  -4   3   4 -16  -5  14   1 -(739)
300034 g  -  1 -2  +  0  1  3 -3  0   +   0  -8  10   8 -12  -3   6  14  -2   2  11   5  13 -10  12 -(739)
300034 h  -  1  2  - -4 -1  5  1  2   -  -8   2  -6  -6   6   9  -4   6   8   6   5 -13 -11  10 -14 -(739)
300040 a  + -3  +  0 -4  +  6  4 -9  10 -10  -3  12 -10   0   2   4 -10   0  -4  -7  -1 -12   8   1 -(577)
300040 b  - -2  - -2  1  + -1  5 -6  -8  -5  -7  -3  -8 -12  -1  12   8  14 -15   3  11  -2  -9  14 -(577)
300040 c  + -2  -  2  3  + -5 -1  6   0   5   9  -3  -8   4  -1   4  -8  -2  15   7 -11   2  -1  -2 -(577)
300040 d  + -1  +  2 -6  - -6  2  1  -4   2  -3  -2   2  -6  -6   6  -8  14  -4 -11   7  -6  -4  -7 +(577)
300040 e  + -1  -  2  0  - -4  0 -3  -6   2  -7  -6   2  -4   6  -6  -8  -8 -10 -11   1  -4  12 -19 -(577)
300040 f  -  1  -  0  2  + -8 -2  7  -4  -2   9   0 -10  -6  -2   8  -6   2  10 -11  -1  18  12  13 +(577)
300040 g  +  2  +  2 -5  - -1 -1 -2  -4   1   3   7   8   0  -9   4   0  10   3   1 -13   6 -11   2 +(577)
300042 a  +  - -3  1  0  1 -2  0  6   6  -6   8   0  -4  -3   4   9   4   2   5 -10   + -14 -15  -5 -(211)
300042 b  +  + -1  2  0  4  0 -3 -4  -6  -7  -3  -4  -2   0  -2  -4  -8 -10  -8 -13   -  -6  17  12 +(211)
300042 c  +  -  1 -2  0 -4  8 -1  0   6  -9   5   8   6  10  12  12 -10   8 -12  -1   -   8  -9  -2 +(211)
300042 d  +  -  1  1  6  5  4 -6  8  10   0  -4  -6  -8   9   0   5 -14   4   5  10   +   0   1  -5 +(211)
300042 e  +  -  2  0  2  2  2  4  0  -2  -6   2  -6  -4  12  -8  -8   8   6   8   2   +  14   6   6 -(211)
300042 f  +  -  2  2  6  1 -3 -6 -1   6  -7  12  11   1   3  -8  -4  -2  -4   1   5   -  -6 -10   0 +(211)
300042 g  +  -  3 -4  0 -2  0 -5  2   2   3  -7 -12  -6  -2  -4  -4   0 -10  10  -9   +  -6 -15  -2 +(211)
300042 h  +  -  3  2  6 -4 -6 -7 -6  -6  11  -1   0  -4   6   6   0  -4  -4  12  -1   -   6  -9   8 -(211)
300042 i  +  +  3  4 -6 -2  2  3  0  -6  -3  11   0  -4   0  -4  12  -8  -4 -14 -13   +   2  -9 -14 -(211)
300042 j  -  + -3  4  6 -2 -2  3  0   6  -3  11   0  -4   0   4 -12  -8  -4  14 -13   +  -2   9 -14 -(211)
300042 k  -  - -1 -1  0  7  0  6 -8   2   0  -2  12  -4   3  -8 -11 -14  10   3   2   -   4   5  11 -(211)
300042 l  -  +  1  2  0  4  0 -3  4   6  -7  -3   4  -2   0   2   4  -8 -10   8 -13   -   6 -17  12 +(211)
300042 m  -  -  2  2  2  5 -3  6  1  -2   7   8  11  11  -3  12   4   6   4  15 -11   +  -6   6 -12 -(211)
300043 a -2 -2  0 -2  3  2  0  5  2  -1 -10  -6   1   9 -10   9  -2  11  14   0  -4   6 -12   6  -1 +(300043)
300045 a -1  +  - -2  0  4 -4 -4  4  -6   6 -10 -10   8  -4   6  -4  -6   4  -2  -8   8   -   6 -14 +(241)
300045 b -1  +  -  4  4  2 -2  4  0   6   0  -6  -6 -12   0  -2   8  -2  -4   0   6  -4   +   2  -2 -(241)
300045 c  0  +  +  2 -1 -2 -2 -2  3   0   6  -8   2  -4  12  12   6  -9  -7  12  14   5   +   1  -5 +(241)
300045 d  1  -  +  0  6  4  0  2 -6  -6   4   2 -10 -10   8   6  -4  -2   8  12  -4   4   + -18  -2 +(241)
300046 a  -  2  1  0 -4  2  3  2 -1  -6   2   2  -3 -10  -8   9  11  10  -4   -  15   8   4   6  17 +(2113)
300048 a  -  + -4  + -4 -2  2  +  2   6  -2  -2  -2   6   + -10  -4 -14  -2 -12   0   0  16  -2 -10
300048 b  -  + -4  +  0  2  2  - -6  -2  -6  -2  -6  -2   +   6  -4   2  -2 -12   8   0 -16 -10  14
300048 c  -  + -3  +  0  5 -3  +  0  -3  -8   2   9  -5   -   0  -9  -7  -8  -3  11  10   6  -6  -7
300048 d  +  + -3  +  6  1  1  -  4   9   6  10   5 -11   +  12  13   1   2  -9   3 -10   0  12   5
300048 e  -  + -2  +  2  2  2  -  0 -10  -4   6 -10   6   -   2 -12 -12 -16  -8  -6   8  -2  12  -8
300048 f  -  + -2  - -3  1 -6  - -4   0   4   5  -6   4   +   3  14  13   4  -2   1  -2 -12  15   2
300048 g  -  + -1  + -4  1 -7  +  0  -3   0   2  -5   5   -  -8  11  -5 -12  -5 -17 -14 -14 -14  -5
300048 h  -  + -1  +  2 -5 -7  + -4   3  -2  10   7   3   +   8  -7   1  10   3   9   6   4  -8 -19
300048 i  -  + -1  +  2  1  1  -  4   1   6  -6  -5 -13   +   4  -3  -1 -14   1  -9  -2  -4  -4   7
300048 j  -  +  0  + -3 -1  0  +  0  -6  -2  -1  12   4   +  -9   6   5  -8  12   5  10   0   3 -10
300048 k  +  +  0  + -3  1 -8  -  4   6   6   7   8   4   -  -9  -2   7   8   0   3 -10   0 -15   2
300048 l  -  +  0  + -2  4  0  +  2  -2  -8 -10 -10   4   +  -2  -4  -2  14   4  -2 -10  -4  10 -16
300048 m  -  +  0  +  2 -2  4  +  2  -6  -8  -6   0   0   +  -2   0   6  -4  -2  -6  12   0  12  14
300048 n  -  +  0  - -2 -2  2  -  6  -2   0  -2   2 -10   -  -6   4   2   8 -10   4 -14   4   8   8
300048 o  -  +  0  - -2  0  2  -  6   6  -8 -10  -4   2   +  10  12   2   2  -8   4   4  -4  -6   6
300048 p  -  +  2  + -4 -2 -2  - -8  10   0  -6  -2   8   +  10 -12  14   4  -8   6  -8 -16 -10  -2
300048 q  -  +  2  -  0 -4 -6  -  8  -6   4   6   0   8   +   2   0  -2 -10  -2  -2   6   4   4  16
300048 r  -  +  3  +  0 -5 -5  -  8   5   8  -2   1  -9   +  -8   3   9  12   9 -13 -14  -2  18   7
300048 s  -  +  4  - -2 -4 -8  -  6   2  -4  -6  -6  -4   -   2  12  -2   6  12  -2  10  16 -10  -4
300048 t  -  +  4  -  2 -4  2  + -6   6  -8   6   0  -2   +  -6 -12  10  14  -8   0  -4  12 -14   6
300048 u  +  - -4  +  2  0  0  +  2   2   4   2   6 -12   -  10  -4 -10  -2   0  -2 -14   8  10  -8
300048 v  -  - -3  + -2 -5 -3  + -4  -1  -6 -10   3 -11   +   0   3 -15   2   9  -9 -14   4   0   3
300048 w  +  - -3  +  0  1  7  +  8   3   4   2  -3   5   +  -4  -3  -5   8   5  -5  -2 -14 -10   7
300048 x  -  - -3  +  6  1 -3  -  4  -3   2 -10   7 -11   +   4  15   7   2  -5  -7  10 -12 -12  17
300048 y  -  - -2  + -4 -2  2  +  0   6   0   6  -6  -4   -   6  12  14   4   0   2   8  12  10 -14
300048 z  -  - -2  +  0  0 -4  +  0  -2   8   2 -10   6   -  -6  12   2  10  10  16  -8  16 -16   2
300048 ba  +  - -2  +  4  2  4  - -8  -6   8   2   0  10   - -14  12  -6   8  -8 -16  10  16  14  12
300048 bb  -  - -2  -  0 -6  0  +  4   6  -8 -10 -12  10   -   6   4  10   0  12  -4 -10  12   6  -8
300048 bc  -  - -2  -  5  1  2  - -4  -8  -4  -7  10  12   +   3 -10  13   4   6 -11 -10  12  -1 -14
300048 bd  -  -  0  + -2  4 -6  - -6  -2  -4   6   0  -2   -  -6   4  10 -10   0  -4  12   4  -6  14
300048 be  +  -  0  + -1  7  0  +  0  -2  -2  -5  -8  -4   +   7  -6  15 -12 -16   1   6 -16   9   2
300048 bf  -  -  0  - -2 -2  6  -  6  -2  -8   6 -10  -6   -  -6  12  10  -8   6  16 -10  -4   0  -4
300048 bg  -  -  0  -  6 -6 -8  -  6   2   8  10   8  -4   +   6  -8  -2   8  -2 -10  -4  -8   0  -2
300048 bh  +  -  1  + -2  5 -5  -  4  -9 -10   2   9   7   -  -8   3   3   2  -5  -1 -14   4   8  -9
300048 bi  -  -  2  + -2 -4  2  +  4  10  10 -10   8   0   -   6   0 -14  -8   0 -14  -8 -12 -14  14
300048 bj  -  -  2  +  0  2  4  -  4  -6  -8  -6   0   6   -  -6   4   2   8  12   4  14   8 -14  -8
300048 bk  -  -  2  +  2 -4 -6  -  8   6  -2  -6  12  -4   +  -6   8   2 -12  -8  -2 -12  -8  -2   6
300048 bl  +  -  2  +  2  6 -6  +  8   2  -8   2  -6  -6   -  -2  -4   8  -8   0  10   4  14  -8  -8
300048 bm  +  -  2  - -4  2 -2  + -8   2   4   2  -6   4   +  -6 -12  10  -4   8  14   0  12  -6   2
300048 bn  -  -  2  - -1  5 -6  -  4  -4  -8  -7  -6   4   +   7  -6  15   8 -10   1  10   4   9  -2
300048 bo  +  -  2  -  0 -2 -2  -  0  -6   8  10   6   4   -  10  -4   2  -4   0 -10 -16  -4 -14   2
300048 bp  -  -  2  -  6  4 -6  - -4   2   2   6   8   0   -   6   0  -6   8   0   2   0  -4  -6  14
300048 bq  -  -  3  + -6 -3 -5  -  4  -9   6   2  -9   1   -   0   3   5   2   5   3 -14   0   0  13
300048 br  +  -  4  + -5  5  4  -  4   6   2  11   0   4   -  -5  -6   9  -4  16  11 -14  16  11 -18
300050 a  + -3  -  0  2 -6  - -8 -6   5   1   2  -3   2  -6   2   3   2   5  -9 -10 -12   6  12   1 -(353)
300050 b  + -3  -  4  0 -2  - -3 -5  -9   2  12  10  -1  -4  -3  10 -11 -10  14 -16   6   0   8   2 -(353)
300050 c  + -2  + -4 -2  0  - -5 -4  -3  -2  -1  -4  -2   9   2  -6  -6  11  10  -5   2 -12  -4  -5 +(353)
300050 d  + -2  + -2  0 -6  +  0  0  10   6   2 -10  -8 -12  10  10  -6  10  10   2  10   4  -6  -2 +(353)
300050 e  + -1  +  4 -6  4  -  2  6  -3  -7  -8   9   4  -6   0  -9 -10  -5  -9 -14   8   6 -12  -5 -(353)
300050 f  +  0  +  4 -4  2  + -4  0  -2  -4   2  -6  12   8  -6  -8  -2   8  12 -10 -12  12  -6  -2 +(353)
300050 g  +  1  +  1  3 -2  +  3  0  -9  -2   5   7  -4  -2  -5   4  -6   3  -4   4 -12   4   6  10 +(353)
300050 h  +  1  +  4 -2  4  -  6 -6   9  -5   0   9   4   6  -8 -15   6 -11   5   2 -16   2 -12  -5 -(353)
300050 i  +  1  -  4  4 -6  -  1  1   9  -2   0   2  11   4  11  -6  11  14 -10   4  10   8   0  -2 -(353)
300050 j  +  2  +  2  0  2  + -8  8  -6  -6   2   6   0  12   2  -2  10  -2 -10   2   6   4  10  -2 +(353)
300050 k  - -2  + -2  6 -2  +  0 -6   6  10   2  10  -4   4  10   4   6  12   2  -2   6   4 -18  -2 +(353)
300050 l  - -1  - -4 -2 -4  +  6  6   9  -5   0   9  -4  -6   8 -15   6  11   5  -2 -16  -2 -12   5 +(353)
300050 m  - -1  + -4  4  6  +  1 -1   9  -2   0   2 -11  -4 -11  -6  11 -14 -10  -4  10  -8   0   2 +(353)
300050 n  -  0  + -4  2  2  + -4 -6   6   0 -10   2   0   8  -6  10 -10 -14  12  -2   8  12  -6 -10 +(353)
300050 o  -  0  + -2 -4 -4  - -4 -4 -10  -6   2  -6   8   8  -4  -6 -14  10  14  -2 -10   4  14  10 +(353)
300050 p  -  1  - -4 -6 -4  +  2 -6  -3  -7   8   9  -4   6   0  -9 -10   5  -9  14   8  -6 -12   5 +(353)
300050 q  -  2  +  4  0 -4  - -4  0   6  -4   2  -6   4   0  12   4 -14   0 -12   6  -4  12   6   2 +(353)
300050 r  -  3  + -4  0  2  + -3  5  -9   2 -12  10   1   4   3  10 -11  10  14  16   6   0   8  -2 +(353)
300050 s  -  3  + -2 -4 -7  -  5 -4  -1  -9   8  12   8  11  -1  -9   1  -2  -1 -11   8  16   5  -5 +(353)
300050 t  -  3  +  0  2  6  + -8  6   5   1  -2  -3  -2   6  -2   3   2  -5  -9  10 -12  -6  12  -1 +(353)
300053 a -1  2 -2  4 -4  +  2 -6 -4   2   2   6  -2   2  -4   2 -12  10 -16  -8   2   0 -12 -14  -6 -(23081)
300054 a  +  - -3  4  6  1  2 -8  0   3  -1   3  -3   -  -9   0   0 -10   6 -11   5   8  15   8 -13 +(1163)
300054 b  -  +  1 -1  1 -5 -2 -3  0   9  -2   8  -6   - -13  -4   4   0  -4   4   4  -4  15  -6   1 -(1163)
300054 c  -  +  1 -1  1 -2 -5 -6  9   3   4  -7  -9   -   2   2   4  -9   5  -8  13   8 -18   6  -5 -(1163)
300054 d  -  -  1  5  3  7  6 -1  0  -7   2  -8  10   +   9   4   4  -8  -4  12 -12 -12  17  10   1 -(1163)
