300058 a  + -3 -1  1  - -4  0 -4  +   3   4   6   2   6 -12 -12  -4  10   4   5   2   6  15 -12   9 -(593)
300058 b  + -2  2 -2  - -4  2 -4  +  -2  -8 -10 -10  -4   0   6 -12   6  -8   8   6   8 -12  12 -10 -(593)
300058 c  + -1  3  3  + -2  0  8  -  -7   8  -2   6  -8   2   4   4  12  12   1   4 -12  -1 -18  -9 +(593)
300058 d  +  1 -3 -5  +  0  4 -4  +   1  -8  -4   2  -6 -12   4 -14 -12  -4 -13  10  -4  -9  -2   1 +(593)
300058 e  +  2 -3 -5  - -3 -3  2  -  -9  -3   1  -4  -4  -7   6   8  12  -1  -5  16 -11  -8 -16  16 -(593)
300058 f  +  2 -2  0  -  4  2  2  +  -2   8   4  -6   0  12 -12   4 -10  12  -8   2  16  -6  10 -10 +(593)
300058 g  - -3 -3 -1  - -2  0  8  -   3  -8   2   6  -4 -10   0 -12  -8  12 -15  16   0   1 -14   3 +(593)
300058 h  - -1  0 -3  - -2  3 -4  +  -2   8 -11   6   1  -8  -7  -4  -6   0 -10   7  -6  16 -12   6 -(593)
300058 i  -  3  0  2  -  2 -3  6  -   9   8  11   5  -4  10  -6  -4  10  -2   5  -8   1  12   6  16 +(593)
300058 j  -  3  2  1  -  5 -6  5  +   6  -8   6  -4  12  12  -9   2  -2  -2  -1  -7  -6   9   6 -18 -(593)
300060 a  -  -  + -2 -2 -6  4  0  5  -6  -8  -7  -4  -1   8   6  13 -10   2  -6  -2 -11  -6  12  -8 +(1667)
300060 b  -  -  +  4 -4  0  2  0  1   6  -8  -7   4  -1   4 -12   5  14  14  12 -14  13 -12   6 -14 -(1667)
300060 c  -  -  +  4  3 -2  6  8 -2  10   2   7  -9  -9   6  -6   0   1  16   5  -6 -11  -5   1  -2 -(1667)
300060 d  -  -  - -4 -3 -4 -6  2 -6  -6  -4  -7   3  -1   0   6   6   5   2  -9  -4 -13  -9 -15  14 -(1667)
300061 a  0  1 -2  1  4  4  6 -7  1   9   0  -2   0   8 -12  -6 -12   2  -3 -12   6  11  16  10  -8 +(191) +(1571)
300062 a  - -1  1  + -3  0  6  1 -1   5  -5  -8  -6  -8  -6  11 -11  -8  -3  -9 -16  -1 -16  -7 -18 +(21433)
300062 b  -  1  1  + -3 -6 -2 -5  5   7  -5   4   2  -6   2  -7  -5  -4   9   1   6  13  -2  15  10 -(21433)
300063 a  1  +  3  5  2  7  4  6  8   -  -1  -2  12  -9   0  -6 -12  -2 -13  13  10   8   4  14   4 +(3449)
300063 b  1  -  3 -1  2 -1 -8 -2  8   +   3  -6   0  11   0   2  -8  -6   1  15 -14   0 -12 -10  16 -(3449)
300066 a  +  + -2  1 -5  +  4  0 -9  -3  -2   0   6   5  -6   9 -10   0 -11  -2  -4  -5  12 -15  -6 -(3847)
300066 b  +  +  0  0 -2  -  1 -2 -4   6   8   2  -9   7   4   8  -9  -8   9  -3   8  -4   4 -12   1 +(3847)
300066 c  +  +  0  1 -4  - -6  6 -6   3  -2  -9  -7   4   2   5  -4  -4   1  10 -15 -10   6   0 -14 -(3847)
300066 d  +  +  2 -3  0  +  0 -8  0   9   0   3   3  -6  -2   3  12  -8  13   8  13 -10   6 -14  -2 +(3847)
300066 e  -  - -2 -1  0  - -4 -4 -4  -3   4   1  -3 -10  -2  -9 -12  -8  -5   0  11  -6 -14 -14  14 +(3847)
300066 f  -  -  0 -1 -4  - -8 -8 -4  -3  -2  11   7  -2  -4   3   2   0   7   8 -11   0  -6  -6   4 +(3847)
300068 a  - -3  4  3 -5  4  3  0  1   1  10   4  -8  -2  12  -6  -6  -6   3   3 -11   2 -18  -6 -17 -(75017)
300069 a -2  - -4  -  + -6 -3 -7 -3  -9  -8   9  -6  -6  -2  -8  -7  -1 -10  -5   6  -3  -8 -12 -14 +(433)
300069 b -2  + -2  -  + -4  1  5  1  -9   0   1  -6   0  12 -12   9 -13   6   7   2   5  -6  16  18 -(433)
300069 c -2  - -2  -  -  3 -6 -6 -1   3  -8   7   6   6  -3 -10   0  -8   8  11  -2   0  -9  10  -8 +(433)
300069 d -2  +  2  +  -  5 -6 -4  3  -1   4  11   0  -4   7   4 -14   0  14   3  12  16 -15   6  -8 -(433)
300069 e  0  - -2  +  + -6  1 -7 -3  -1   8  -7   2   6   2  -6   9  -5  14   3  -6  -3 -10 -14  -2 +(433)
300069 f  0  +  0  +  +  4 -3  1  1  -9   4   1  -6 -12   8   6  -7  -1  -2  -1  -6  -3 -16  -2   2 -(433)
300069 g  0  +  0  +  -  4  3  1 -1   9   4   1   6 -12  -8  -6   7  -1  -2   1  -6  -3  16   2   2 -(433)
300069 h  1  -  0  +  - -2  2 -8  4  -2   6 -10   6   4   0   6   4   0  -2 -12 -12  16   6   0  -6 +(433)
300069 i  1  -  1  -  + -1  1 -4  4  -3   0  -2   3   9   9   3   6 -10  12  10  -4   2  -6  -2  -6 -(433)
300069 j  1  -  3  -  +  1  3 -2  0  -3   0 -10   9  -1   9   3  10   4   2   6  -8  -6   6  18 -18 +(433)
300069 k  2  + -2  +  +  5  6 -4 -3   1   4  11   0  -4  -7  -4  14   0  14  -3  12  16  15  -6  -8 -(433)
300069 l  2  +  2  -  - -4 -1  5 -1   9   0   1   6   0 -12  12  -9 -13   6  -7   2   5   6 -16  18 -(433)
300070 a  + -1  -  2  4  6  6  0 -4   8  -7   +  -1  -1   9 -12   8  14  -2 -12   2  -8   9 -12  -5 +(811)
300070 b  -  0  -  5 -5  2 -3  6  4  -3   9   +  -9  -9  -4   1   0  -5  -8  -8   6   0  14 -10   9 +(811)
300070 c  -  2  +  1  5  4  5  6  2  -1   9   -  -9   1   0  -5  10  13  -8   4  -6  -8  14  -8 -11 -(811)
300071 a  0 -2  3  0 -4 -5  3  5  3   6   7   6 -10  -8   3  -4   4  10  -4  15 -10  -1   6  -4 -14 +(101) -(2971)
300072 a  -  - -3  0  0 -2  6 -2  0   6  -8 -10   4  -9  -5 -11  -4   0  -7  -8   6   4  -6  -6 -18 -(12503)
300074 a  +  0  0  1 -3  7  5  4  4   4   2 -11  -3   1  -2   0   +   2  -4 -15 -16   1  -3  -6   8 +(2543)
300074 b  +  2  0  1 -6  0 -2 -7  3  -6   7  11   3   4  -6 -11   - -15  -1   8   3  -2 -14 -14  12 +(2543)
300074 c  -  0 -2 -2  4 -4 -2  2 -4   2  -8 -10  -2  -8   8   2   -   2 -12  -2  -2   8 -12   8  -4 +(2543)
300075 a -2  -  + -3 -3  1  2 -3 -3  -2  -7  -4  -5  -8   6  -2  -8   2   2  12 -16   3  -2   0 -13 -(4001)
300075 b -2  -  + -3  3 -2 -7  3 -3  -2  -1   2  -5  10  -6   1  -2   5  14  -6 -16  -9  10 -12   2 -(4001)
300075 c -2  -  -  3 -5  7 -6 -3  5  -6  -7  -8   5   0  -2   6   4 -14  -2   0   4   3  14 -12   5 +(4001)
300075 d -1  +  +  0  1 -1  3 -3 -8   6  -7   8  -1  -6 -10   3  10 -11   2  -6 -10   0   4   6   1 +(4001)
300075 e  0  +  - -5  4  3  7  4 -1   6   0  -2   6  -4  10  -5   6   5 -10   6   8  11   0 -12   1 +(4001)
300075 f  0  +  + -3  4  1  1  0 -7  -4  -8   4  -6  -6  -2  -7  12  -7 -10  12   4  15  12   0  -5 -(4001)
300075 g  0  +  +  1  3  1  6  5  3  -6   5  -2  -3  -2  12  -6 -12   2   4   6   4  -1  -6  -6 -17 +(4001)
300075 h  0  -  - -1  3 -1 -6  5 -3  -6   5   2  -3   2 -12   6 -12   2  -4   6  -4  -1   6  -6  17 +(4001)
300075 i  0  -  -  3  4 -1 -1  0  7  -4  -8  -4  -6   6   2   7  12  -7  10  12  -4  15 -12   0   5 -(4001)
300075 j  0  -  +  5  4 -3 -7  4  1   6   0   2   6   4 -10   5   6   5  10   6  -8  11   0 -12  -1 +(4001)
300075 k  1  -  +  0  3 -5  5 -3  0  -2  -7  -4 -11  10   6 -11  10   5   2   6 -10   0  16  -6   5 -(4001)
300075 l  1  -  +  0  6 -2 -4  0  0  -2  -4   8  -2  -8   0   4   4   2   8 -12   8  12   4   6 -10 -(4001)
300075 m  2  +  + -3 -5 -7  6 -3 -5  -6  -7   8   5   0   2  -6   4 -14   2   0  -4   3 -14 -12  -5 +(4001)
300075 n  2  +  -  3 -3 -1 -2 -3  3  -2  -7   4  -5   8  -6   2  -8   2  -2  12  16   3   2   0  13 -(4001)
300075 o  2  +  -  3  3  2  7  3  3  -2  -1  -2  -5 -10   6  -1  -2   5 -14  -6  16  -9 -10 -12  -2 -(4001)
300076 a  - -2 -2  + -4  3  3  2 -6  -3   0  -8  -2  -9   4   5   3  -2   3  -8  -1   0   4  -3  -4 +(1531)
300076 b  - -2  3  -  5  5  5 -4 -2   6  -8  -2  -6   8   0  -7  -5   6  -3  -2 -15   8  -6  -9  -4 -(1531)
300076 c  -  0 -1  - -3 -2 -2 -2  6   9  -8   8  -4  -1   6  -3  -4   2  -8   2  -6  -4 -12  14 -14 +(1531)
300076 d  -  0  1  + -3  2  2  2  6   9   8   8   4  -1  -6  -3   4  -2  -8   2   6  -4  12 -14  14 -(1531)
300076 e  -  2  0  -  0  4  0 -8 -7   1  -7   4  -7   8   8  11   5  -2   2 -12   0   8 -12   6  -7 -(1531)
300076 f  -  2  2  - -4 -3 -3 -2 -6  -3   0  -8   2  -9  -4   5  -3   2   3  -8   1   0  -4   3   4 -(1531)
300076 g  -  2  3  - -3 -3  5  8  6 -10   8  -2  -2  -8  -4   9  11  10  -3   6   9   0  10   7   8 -(1531)
300076 h  -  2  3  - -3  1 -3 -2 -8 -10  -4  -8  -2  -4  -8   1  -5  -8  -7   6   9   8   0  -9   2 -(1531)
