Level 58423 createfromscratch (61.1673 seconds)	
Level 58423 createfromscratch (47.7246 seconds)	
Level 58423 createfromscratch (43.2593 seconds)	
Level 58423 createfromscratch (32.6905 seconds)	
Level 58423 createfromscratch (31.637 seconds)	
Level 58423 createfromscratch (29.5933 seconds)	
Level 58423 createfromscratch (30.1002 seconds)	
Level 58423 createfromscratch (29.394 seconds)	
Level 58423 createfromscratch (32.6747 seconds)	
Level 58423 createfromscratch (30.5971 seconds)	
Level 58423 createfromscratch (31.6228 seconds)	
Level 58423 createfromscratch (32.6287 seconds)	
Level 58423 createfromscratch (32.6378 seconds)	
Level 58423 createfromscratch (32.576 seconds)	
Level 58423 createfromscratch (32.7562 seconds)	
Level 58423 createfromscratch (32.7151 seconds)	
Level 58423 createfromscratch (32.5551 seconds)	
Level 58423 createfromscratch (32.6503 seconds)	
Level 58423 createfromscratch (32.6997 seconds)	
Level 58423 createfromscratch (32.8549 seconds)	
Level 58423 createfromscratch (33.0099 seconds)	
Level 58423 createfromscratch (32.5947 seconds)	
Level 58423 createfromscratch (32.6394 seconds)	
Level 58423 createfromscratch (32.6637 seconds)	
Level 58423 createfromscratch (32.6968 seconds)	
Level 58423 createfromscratch (32.6591 seconds)	
Level 58423 createfromscratch (32.62 seconds)	
Level 58423 createfromscratch (32.7261 seconds)	
Level 58423 createfromscratch (32.6439 seconds)	
Level 58423 createfromscratch (31.6478 seconds)	
Level 58423 createfromscratch (32.6915 seconds)	
Level 58423 createfromscratch (32.7287 seconds)	
Level 58423 createfromscratch (32.6598 seconds)	
Level 58423 createfromscratch (32.8927 seconds)	
Level 58423 createfromscratch (32.6819 seconds)	
Level 58423 createfromscratch (32.7106 seconds)	
Level 58423 createfromscratch (32.6313 seconds)	
Level 58423 createfromscratch (32.6864 seconds)	
Level 58423 createfromscratch (32.8291 seconds)	
Level 58423 createfromscratch (32.7625 seconds)	
Level 58423 createfromscratch (32.7854 seconds)	
Level 58423 createfromscratch (32.624 seconds)	
Level 58423 createfromscratch (32.8486 seconds)	
Level 58423 createfromscratch (32.7235 seconds)	
Level 58423 createfromscratch (32.6781 seconds)	
Level 58423 createfromscratch (32.6503 seconds)	
Level 58423 createfromscratch (28.8682 seconds)	
Level 58423 createfromscratch (32.7344 seconds)	
Level 58423 createfromscratch (32.6451 seconds)	
Level 58423 createfromscratch (32.5172 seconds)	
Level 58423 createfromscratch (32.6917 seconds)	
Level 58423 createfromscratch (32.6539 seconds)	
Level 58423 createfromscratch (32.6756 seconds)	
Level 58423 createfromscratch (32.5255 seconds)	
Level 58423 createfromscratch (32.5755 seconds)	
Level 58423 createfromscratch (32.6776 seconds)	
Level 58423 createfromscratch (32.6863 seconds)	
Level 58423 createfromscratch (32.6323 seconds)	
Level 58423 createfromscratch (32.5756 seconds)	
Level 58423 createfromscratch (32.8745 seconds)	
Level 58423 createfromscratch (32.6735 seconds)	
Level 58423 createfromscratch (32.6532 seconds)	
Level 58423 createfromscratch (32.6446 seconds)	
