1 168.942 1
2 93.6046 1.80485
3 70.7037 2.38944
4 66.5997 2.53668
5 45.3269 3.72719
6 41.7266 4.04878
7 45.6276 3.70263
8 46.5926 3.62594
9 41.371 4.08359
10 45.4672 3.71569
11 42.1081 4.0121
12 45.2901 3.73022
13 47.1415 3.58372
14 47.3038 3.57143
15 47.2549 3.57512
16 47.0748 3.5888
17 47.0997 3.5869
18 47.1352 3.5842
19 47.1558 3.58263
20 47.0681 3.58931
21 47.0708 3.5891
22 46.9502 3.59832
23 47.055 3.59031
24 47.09 3.58764
25 47.1144 3.58578
26 47.1054 3.58647
27 47.1703 3.58153
28 47.2378 3.57642
29 47.1078 3.58629
30 47.1537 3.58279
31 47.2198 3.57778
32 47.1418 3.5837
33 47.1896 3.58007
34 45.1272 3.74368
35 47.1775 3.58099
36 47.2211 3.57768
37 47.3238 3.56992
38 47.3163 3.57048
39 47.1473 3.58328
40 47.379 3.56576
41 47.1083 3.58625
42 48.1149 3.51122
43 47.4599 3.55968
44 47.1493 3.58313
45 47.2115 3.57841
46 45.606 3.70438
47 47.0957 3.58721
48 47.0774 3.5886
49 47.1409 3.58377
50 48.1209 3.51078
51 47.134 3.58429
52 47.238 3.5764
53 47.1557 3.58264
54 47.1063 3.5864
55 47.1732 3.58131
56 47.0992 3.58694
57 47.1185 3.58547
58 47.0219 3.59284
59 47.0873 3.58785
60 48.1735 3.50695
61 47.1332 3.58435
62 47.0787 3.5885
63 47.1268 3.58484
64 47.0387 3.59155
